Fund_Name,CIK,Series_CIK
BlackRock Advantage Large Cap Core Fund,0000355916,S000055993
Westwood Broadmark Tactical Plus Fund,0001545440,S000077489
Catalyst/CIFC Senior Secured Income Fund,,
BlackRock LifePath Index 2030 Fund,0000893818,S000069125
BlackRock LifePath Index 2035 Fund,0000893818,S000069126
BlackRock LifePath Index 2040 Fund,0000893818,S000069127
BlackRock LifePath Index 2045 Fund,0000893818,S000069128
BlackRock LifePath Index 2050 Fund,0000893818,S000069129
BlackRock LifePath Index 2055 Fund,0000893818,S000069130
YCG Enhanced Fund,0001558372,S000039146
BlackRock LifePath Index Retirement Fund,0000893818,S000069122
WOA All Asset I,0001518042,S000034907
Northern Lights Fund Trust II - Al Frank Fund,0001518042,S000039633
Grandeur Peak Emerging Markets Opportunities Fund,0001965454,S000040698
Grandeur Peak Global Reach Fund,0001965454,S000040699
BlackRock Allocation Target Shares - Series P Portfolio,,
BlackRock Large Cap Focus Growth Fund Inc,0000355916,S000002344
Dearborn Partners Rising Dividend Fund,0001141819,S000040371
PIMCO Emerging Markets Full Spectrum Bond Fund,0000810893,S000039671
Empower Real Estate Index Fund,0000356476,S000038789
AMG TimesSquare International Small Cap Fund,0001089951,S000039569
SEI Institutional Invt. Trust - Extended Market Index Fund,,
Advisors Preferred Trust - OnTrack Core Fund,0001556505,S000039311
Gold Bullion Strategy Fund (The),0001556505,S000040754
Victory Extended Market Index Fund,0000908695,S000012941
Baillie Gifford US Equity Growth Fund,,
Allspring Large Cap Value Fund,0001081402,S000007271
Praxis Genesis Balanced Portfolio,0000912900,S000026798
Praxis Genesis Conservative Portfolio,0000912900,S000026797
DFA US Large Cap Growth Portfolio,,
DFA US Small Cap Growth Portfolio,,
DFA International Large Cap Growth Portfolio,0000355437,S000039440
DFA International Small Cap Growth Portfolio,0000355437,S000039441
"Principal Funds, Inc. - Principal LifeTime 2060 Fund",0000898745,S000039873
Carillon ClariVest International Stock Fund,0000897111,S000039949
Sanford C Bernstein Fund - Overlay B Portfolio,0000832808,S000027650
SEI Institutional Invt. Trust - Emerging Markets Equity Fund,,
Sanford C Bernstein Fund - Tax Aware Overlay B Portfolio,0000832808,S000027650
UBS Emerging Markets Equity Opportunity Fund,0000886244,S000003134
Arrow Managed Futures Strategy Fund,0001314414,S000035950
AQR International Multi Style Fund,0001444822,S000040065
AQR Large Cap Multi Style Fund,0001444822,S000040063
AQR Small Cap Multi Style Fund,0001444822,S000040064
Nuveen International Opportunities Fund,0001084380,S000040206
SMI Dynamic Allocation Fund,0001437249,S000039948
Goldman Sachs MLP Energy Infrastructure Fund,0000822977,S000040184
DFA International Small Company Portfolio,0000355437,S000000967
WCM Focused Emerging Markets Fund,0001318342,S000078006
WCM Focused Global Growth Fund,0001318342,S000086667
T Rowe Price Global Allocation Fund Inc.,0001571768,S000040952
Villere Equity Fund,0000811030,S000040757
Northern Global Tactical Asset Allocation Fund,0000916620,S000033427
Advisors Inner Circle - LSV Small Cap Value Fund,0000878719,S000039922
Toews Unconstrained Income Fund,0001314414,S000041209
Segall Bryant & Hamill Small Cap Value Fund,,
Segall Bryant & Hamill All Cap Fund,,
AQR Long Short Equity Fund,0001444822,S000041116
North Square Tactical Growth Fund,0001750821,S000070728
Stringer Tactical Adaptive Risk Fund,0001319067,S000040274
Goldman Sachs Multi Manager Alternatives Fund,,
Shelton Sustainable Equity Fund,0000778206,S000039758
Monongahela All Cap Value Fund,0000315774,S000040732
BTS Tactical Fixed Income Fund,0001352621,S000040719
Mutual of America Invt. Corp. - Aggressive Allocation Fund,,
Mutual of America Invt. Corp. - Moderate Allocation Fund,,
Mutual of America Invt. Corp. - Conservative Allocation Fund,,
Transamerica MLP & Energy Income Fund,,
Franklin LifeSmart 2050 Retirement Target Fund,0001022804,S000041340
Boston Trust Walden International Equity Fund,0000882748,S000041728
T Rowe Price Target 2005 Fund,0001177017,S000041772
T Rowe Price Target 2010 Fund,0001177017,S000041775
T Rowe Price Target 2015 Fund,0001177017,S000041776
T Rowe Price Target 2020 Fund,0001177017,S000041777
T Rowe Price Target 2025 Fund,0001177017,S000041778
T Rowe Price Target 2030 Fund,0001177017,S000041779
T. Rowe Price Target 2035 Fund,0001177017,S000041780
T Rowe Price Target 2040 Fund,0001177017,S000041781
T Rowe Price Target 2045 Fund,0001177017,S000041782
T Rowe Price Target 2050 Fund,0001177017,S000041773
T Rowe Price Target 2055 Fund,0001177017,S000041774
Calamos Dividend Growth Fund,0000826732,S000041744
NUVEEN INVESTMENT TRUST - Nuveen Large Cap Growth Fund,0001041673,S000014594
GuideStone Emerging Markets Equity Fund,0001131013,S000041653
Virtus Small-Cap Fund,0001423227,S000057041
Toews Tactical Defensive Alpha Fund,0001314414,S000033706
Meeder Spectrum Fund,0000702435,S000036920
Fidelity Advisor 529 Aggressive Growth Portfolio,,
Fidelity Advisor 529 College Portfolio,,
Fidelity Advisor 529 Diversified International Portfolio,,
Fidelity Advisor 529 Dividend Growth Portfolio,,
Fidelity Advisor 529 Equity Growth Portfolio,,
Fidelity Advisor 529 Equity Income Portfolio,,
Fidelity Advisors 529 Asset Manager 60% Portfolio,,
Fidelity Advisor 529 Growth Opportunities Portfolio,,
Fidelity Advisor 529 High Income Portfolio,,
Fidelity Advisor 529 Inflation Protected Bond Portfolio,,
Fidelity Advisor 529 Limited Term Bond Portfolio,,
Franklin LifeSmart 2020 Retirement Target Fund,0001022804,S000041337
Franklin LifeSmart 2030 Retirement Target Fund,0001022804,S000041338
Franklin LifeSmart 2040 Retirement Target Fund,0001022804,S000041339
Gotham Enhanced Return Fund,0001388485,S000040832
New Covenant Balanced Growth Fund,0001070222,S000005023
North Square Preferred & Income Securities Fund,,
New Covenant Balanced Income Fund,0001070222,S000024940
Monteagle Funds - Texas Fund (The),0001045701,S000041935
EuroPac Gold Fund,0001318342,S000041548
Coho Relative Value Equity Fund,0001511699,S000041846
Direxion Hilton Tactical Income Fund,0001040587,S000046967
Gotham Neutral Fund,0001388485,S000057565
Vaughan Nelson Emerging Markets Fund,0001318342,S000026080
Principal Capital Securities Fund,0000898745,S000041598
ALPS/Alerian Energy Infrastructure Portfolio,,
Advisors Inner Circle - Sarofim Equity Fund,0000878719,S000041278
AXS Income Opportunities Fund,0001587982,S000075333
John Hancock Funds II - Global Equity Fund,0001331971,S000040959
Ashmore Emerging Markets Frontier Equity Fund,0001498498,S000041978
Quantified Managed Income Fund,0001556505,S000041789
Quantified Market Leaders Fund,0001556505,S000041791
Quantified Alternative Investment Fund,0001556505,S000041792
Northern Lights Fund Trust II - North Star Micro Cap Fund,0001518042,S000040440
Northern Lights Fund Trust II - North Star Dividend Fund,0001518042,S000040441
Cantor Fitzgerald Equity Opportunity Fund,0001903606,S000085573
DFA US Large Cap Equity Portfolio,,
DFA World (ex-US) Core Equity Portfolio,,
City National Rochdale Dividend & Income Fund,,
AQR Style Premia Alternative Fund,0001444822,S000042050
Madison Dividend Income Fund,0000710977,S000040132
WCM Alternatives Event Driven Fund,,
Madison Large Cap Fund,0001040612,S000020650
Glenmede Fund Inc. - Global Secured Options Portfolio,0000835663,S000038394
Horizon Active Income Fund,0001643174,S000042081
"Cohen & Steers Future of Energy Fund, Inc.",,
Advisors Inner Circle - CIBC Atlas Mid Cap Equity Fund,0000878719,S000042153
Advisors Inner Circle - CIBC Atlas Income Opportunities Fund,0000878719,S000042154
Donoghue Forlines Dividend Fund,0001352621,S000042237
BFS Equity Fund,0001437249,S000042102
Baron Discovery Fund,0000810902,S000042178
Touchstone Funds Group Trust - Credit Opportunities Fund,0000914243,S000042224
Rydex Emerging Markets Bond Strategy Fund,0000899148,S000041673
Baillie Gifford Developed EAFE All Cap Fund,0001120543,S000042130
LoCorr Dynamic Equity Fund,,
Callan GlidePath 2055 Fund,,
Fidelity Series Large Cap Value Index Fund,0000035315,S000042625
Dana Large Cap Equity Fund,0001437249,S000042642
Fidelity Advisor Series I - Growth Opportunities Fund,0000722574,S000042623
Fidelity Series Blue Chip Growth Fund,0000754510,S000042624
Lazard Emerging Markets Core Equity Portfolio,0000874964,S000042723
MFS Low Volatility Equity Fund,0000798244,S000042701
MFS Low Volatility Global Equity Fund,0000798244,S000042702
DoubleLine Shiller Enhanced CAPE,0000933691,S000042768
Meridian Small Cap Growth Fund,0000745467,S000042770
Transamerica Mid Cap Growth,0000778207,S000042772
Kopernik Global All Cap Fund,0000890540,S000042718
BlackRock Advantage Small Cap Core Fund,0000844779,S000039982
PGIM Jennison Global Infrastructure Fund,0000741350,S000042106
Driehaus Mutual Funds - Micro Cap Growth Fund,0001016073,S000042829
Fidelity Comwlth. Tr. - Series Small Cap Discovery Fund,,
John Hancock II - Multi Index 2010 Lifetime Portfolio,,
John Hancock Multi Index 2015 Lifetime Portfolio,,
John Hancock Multi-Index 2045 Lifetime Portfolio,,
John Hancock Multi-Index 2030 Lifetime Portfolio,,
John Hancock Multi-Index 2025 Lifetime Portfolio,,
John Hancock II - 2035 Lifetime Blend Portfolio,0001331971,S000042852
John Hancock Multi Index 2020 Lifetime Portfolio,,
John Hancock Multi-Index 2050 Lifetime Portfolio,,
John Hancock Multi-Index 2040 Lifetime Portfolio,,
AMG Veritas Global Real Return Fund,0000882443,S000041918
AMG Boston Common Global Impact Fund,0000882443,S000041917
USAA Target Retirement 2060 Fund,0000908695,S000041439
Victory Pioneer Core Equity Fund,0002042316,S000089765
Voya Global Perspectives Portfolio,0000837276,S000040623
Brown Advisory WMC Strategic European Equity Fund,0001548609,S000042683
Perkins Discovery Fund,0001396092,S000004921
American Funds Developing World Growth & Income Fund,,
Eaton Vance Large Cap Value Fund,0001437204,S000005221
Eaton Vance Dividend Builder Fund,0000031266,S000005215
Eaton Vance Growth Fund,0000031266,S000005197
Empiric Fund,0001355064,S000040322
Eaton Vance Atlanta Capital SMID Cap Fund,0000102816,S000005198
Monetta Fund,0000894240,S000006599
Fidelity Advisor 529 Moderate Growth Portfolio - Total,,
Fidelity Advisor 529 Stock Selector Mid Cap Portfolio - Total,,
Fidelity Advisor 529 Small Cap Portfolio - Total,,
Fidelity Advisor 529 Value Strategies Portfolio - Total,,
Fidelity Advisor 529 Strategic Income Portfolio - Total,,
Fidelity Advisor 529 New Insights Portfolio - Total,,
Fidelity Advisor 529 Portfolio 2025 - Total,,
Fidelity Advisor 529 Portfolio 2028 - Total,,
Fidelity Advisor 529 Portfolio 2031 - Total,,
Fidelity Advisor 529 Total Bond Portfolio - Total,,
Fidelity Advisor 529 Strategic Dividend & Income Ptf. - Total,,
ATAC Rotation Fund,0001511699,S000044912
Matson Money US Equity VI Portfolio,,
Matson Money International Equity VI Portfolio,0000831114,S000043103
RBB Matson Money Fixed Income VI Portfolio,0000831114,S000043104
Perritt Micro Cap Opportunities Fund,,
Nuance Mid Cap Value Fund,0001511699,S000043170
Diamond Hill Mid Cap Fund,0001032423,S000043502
Baywood ValuePlus Fund,0001576367,S000042905
Advisors Preferred Trust - Spectrum Low Volatility Fund,0001556505,S000043121
Advisors Inner Circle - CIBC Atlas Disciplined Equity Fund,0000878719,S000041987
EuroPac International Dividend Income Fund,0001318342,S000043484
Foundry Partners Fundamental Small Cap Value Fund,,
RESQ Strategic Income Fund,0001537140,S000043339
RESQ Dynamic Allocation Fund,0001537140,S000043340
West Loop Realty Fund,0001318342,S000043678
WP Large Cap Income Plus Fund,0001645192,S000042169
Altegris/AACA Opportunistic Real Estate Fund,,
AB Concentrated Growth Fund,0000081443,S000043215
Vanguard Global Minimum Volatility Fund,0001004655,S000043242
Virtus KAR Emerging Markets Small Cap Fund,0001005020,S000042963
John Hancock Lifestyle Blend Aggressive Portfolio,0001331971,S000043433
John Hancock Multi-Index Lifestyle Balanced Portfolio,,
John Hancock Multi-Index Lifestyle Conservative Portfolio,,
John Hancock Infrastructure Fund,0000022370,S000043448
John Hancock Multi-Index Lifestyle Growth Portfolio,,
John Hancock Lifestyle Blend Moderate Portfolio,0001331971,S000043437
John Hancock Small Cap Core Fund,0000022370,S000043450
Hodges Small Intrinsic Value Fund,0000811030,S000081360
Otter Creek Long/Short Opportunity Fund,,
Lazard Global Equity Select Portfolio,0000874964,S000043739
JPMorgan Hedged Equity Fund,0001659326,S000062462
T Rowe Price Global Industrials Fund,0000313212,S000042685
RBC Funds Trust - Emerging Markets Equity Fund,0001272950,S000079191
Morgan Stanley Instl. Fund - Global Stars Portfolio,,
Port Street Quality Growth Fund,0001511699,S000043754
Segall Bryant & Hamill Small Cap Growth Fund,,
Timber Point Alternative Income Fund,0001319067,S000058834
Clifford Capital Partners Fund,0001396092,S000043480
Conestoga SMid Cap Fund,0001175813,S000043859
BNY Mellon Global Emerging Markets Fund,0001591556,S000043942
Cavanal Hill World Energy Fund,0000864508,S000044006
Goldman Sachs Small/Mid Cap Value Fund,,
State Street Global All Cap Equity ex-US Index Fund,,
Voya Solution Aggressive Portfolio,0001039001,S000040577
Issachar Fund,0001537140,S000044092
BNY Mellon Yield Enhancement Strategy Fund,0001591556,S000044141
Miller Income Fund,0001261788,S000082977
Navigator Tactical Fixed Income Fund,0001314414,S000044265
SEI Institutional Investment Trust - S&P 500 Index Fund,,
Transamerica Multi-Asset Income Fund,,
PGIM Jennison Energy Infrastructure Fund,0001052118,S000043468
Eaton Vance Parametric Dividend Income Fund,0000745463,S000044370
PGIM Jennison Rising Dividend Fund,0001090155,S000044406
LoCorr Spectrum Income Fund,0001506768,S000043632
Advisors Series Tr. - Pzena Emerging Markets Value Fund,,
Advisors Series Trust - Pzena Mid Cap Value Fund,0001027596,S000044707
Callan GlidePath 2060 Fund,,
Callan GlidePath 2050 Fund,,
Callan GlidePath 2045 Fund,,
Callan GlidePath 2040 Fund,,
Callan GlidePath 2035 Fund,,
Callan GlidePath 2030 Fund,,
Callan GlidePath 2025 Fund,,
Callan GlidePath 2020 Fund,,
Callan GlidePath 2015 Fund,,
Callan Glidepath Retirement Income Fund,,
Payden Strategic Income Fund,0000885709,S000045226
Touchstone Strategic Trust - Sands Capital E.M. Growth Fund,,
BlackRock 60/40 Target Allocation ETF V.I. Fund,,
Hennessy Energy Transition Fund,0000891944,S000063244
Hennessy Midstream Fund,0000891944,S000063245
Transamerica Mid Cap Value Opportunities,0000778207,S000045275
John Hancock II - Multi-Asset High Income Fund,0001331971,S000045160
Wavelength Fund,0001545440,S000042074
John Hancock Multimanager 2055 Lifetime Portfolio,0001331971,S000044502
John Hancock Multi Index 2055 Lifetime Portfolio,,
Northern Lights Fund Trust III - Covered Bridge Fund (The),0001537140,S000041869
T Rowe Price Asia Opportunities Fund,0000313212,S000045439
Trillium ESG Small/Mid Cap Fund,,
T Rowe Price Retirement 2060 Fund,0001177017,S000061105
AB Concentrated International Growth Portfolio,0000081443,S000045541
T Rowe Price Target 2060 Fund,0001177017,S000045513
AB Small Cap Value Portfolio,0000892538,S000045542
Blackstone Alternative Multi Strategy Fund,0001557794,S000045538
Redwood Managed Volatility Fund,0001552947,S000042696
Principal International Small Company Fund,0000898745,S000045671
John Hancock Disciplined Value International Fund,0000022370,S000045751
MFS Managed Wealth Fund,0000783740,S000045806
LSV US Managed Volatility Fund,,
LSV Global Managed Volatility Fund,0000878719,S000045799
LSV Global Value Fund,0000878719,S000023533
Catalyst Energy Infrastructure Fund,0001355064,S000045781
AXS FTSE Venture Capital Return Tracker Fund,0001587982,S000069733
Hotchkis & Wiley Small Cap Diversified Value Fund,,
Russell Investment Co. - Multifactor US Equity Fund,,
Russell Investment Co. - Multifactor International Equity Fund,0000351601,S000045903
Acuitas US Micro Cap Fund,,
State Street Target Retirement 2050 Fund,0001107414,S000046023
State Street Target Retirement 2055 Fund,0001107414,S000046024
